age,balance,day,campaign,pdays,previous,y
-92.487016,0.740036,-10.153633,-14.898483,-130.631559,-1.714335,0
-526.235153,271.861911,-11.698747,-17.469985,-981.798689,-1.714335,0
-380.436659,172.591003,-3.834273,-18.695538,-1024.613241,-4.977472,0
-1555.310397,876.193098,-14.862540,-23.735420,-2967.855324,-0.857167,1
-528.957649,279.330918,-11.183709,-16.612818,-992.084696,-1.714335,0
-26.634121,-16.662341,-4.488214,-5.469643,-21.771312,-1.714335,0
-266.060047,124.866003,-3.016664,-4.020572,-484.641654,-0.857167,0
-117.577370,9.982675,-4.488214,-5.469643,-174.347091,-1.714335,0
-231.183529,96.910276,-10.742235,-16.878082,-410.925266,-0.857167,1
-636.892395,340.684756,-1.766890,-3.604879,-1730.650737,-1.372205,0
-480.910393,235.294980,-5.003252,-6.326810,-885.795951,-1.714335,0
-1464.881744,813.691648,-11.625183,-16.347553,-2785.278689,-2.571502,0
-736.082511,409.617258,-3.016664,-4.020572,-1399.239164,-0.857167,1
67.415485,-94.172447,-11.037576,-19.033890,-63.864721,-1.372205,0
-1500.935467,837.688177,-8.976428,-10.939285,-2857.280742,-3.428669,1
-1792.455654,1038.517112,-8.167045,-12.592245,-3445.297511,-0.857167,0
-57.169024,-27.480955,-4.561778,-6.592074,-56.058004,-0.857167,0
-3.750871,-45.578218,-1.986588,-2.306238,35.658897,-0.857167,0
-173.791583,34.426514,-4.046740,-5.734907,-275.492833,-0.857167,0
-1185.576312,671.533948,-4.561778,-6.592074,-2264.978138,-0.857167,0
-44.513589,-23.418773,-5.076816,-7.449241,-41.486160,-0.857167,0
-30.533380,-48.151798,-12.140309,-10.204867,-0.342129,-8.571673,0
-1392.112309,782.800327,-14.789064,-15.613135,-2654.989260,-7.714506,0
-172.099692,67.242292,-13.758988,-13.898801,-301.207852,-7.714506,0
-56.727551,-27.746219,-13.758899,-20.898654,-55.200836,-1.714335,0
-879.193498,487.440580,-2.354498,-0.918542,-1670.104031,-2.571502,0
-343.465090,169.042378,-11.625183,-16.347553,-632.931597,-2.571502,0
-540.656484,268.860786,-0.956512,-0.591903,-999.799202,-0.857167,1
-128.467087,18.859143,-11.698747,-17.469985,-197.490608,-1.714335,0
-522.850492,267.494934,-11.257273,-17.735249,-973.227016,-0.857167,0
-125.229729,26.247010,-3.016664,-4.020572,-199.204943,-0.857167,0
-391.806074,166.589470,-5.076816,-7.449241,-699.790647,-0.857167,0
-512.623206,276.515995,-17.217037,-24.653962,-966.369677,-3.428669,0
-825.554475,458.710904,-11.183709,-16.612818,-1568.958290,-1.714335,0
-217.424277,89.809517,-7.136969,-10.877911,-385.210247,-0.857167,0
192.039688,-148.054821,2.419748,-7.287098,-144.725699,-5.834639,0
-82.799364,6.585441,-12.880109,-26.093218,-438.303431,-3.774487,0
-494.522340,230.640896,-8.461390,-10.082118,-901.224962,-3.428669,0
-473.552555,235.540479,-3.458138,-3.755308,-875.509943,-1.714335,0
-180.487342,44.282899,-8.534954,-11.204550,-293.493346,-2.571502,0
-647.687383,328.504905,-7.580521,-12.944664,-1832.690531,-3.601578,0
0.001436,-30.333331,-18.615023,-24.980601,27.944392,-5.143004,0
-813.781547,428.304347,-10.668671,-15.755650,-1526.099924,-1.714335,0
-168.641554,70.997600,-4.561778,-6.592074,-299.493517,-0.857167,0
-18.613940,-27.314519,-8.682083,-13.449413,-1.199297,-0.857167,0
-62.099241,9.313787,-15.671923,-22.082460,-94.630532,-3.428669,0
-93.958742,13.290672,-3.016664,-4.020572,-143.489068,-0.857167,0
240.677300,-177.279247,-8.394061,-15.955740,-182.319790,-9.947567,0
-61.216205,1.783405,-4.488214,-5.469643,-86.916027,-1.714335,0
-17.730992,-27.845047,-8.167045,-12.592245,0.515038,-0.857167,0
-99.256164,-4.525717,-2.501626,-3.163405,-135.774563,-0.857167,0
-518.362277,272.964577,-12.728823,-19.184319,-971.512681,-1.714335,0
-177.765111,57.813452,-6.989840,-8.633048,-301.207852,-2.571502,0
-401.665978,198.179833,-1.986588,-2.306238,-740.934677,-0.857167,0
-110.145792,-2.649102,-3.899612,-3.490044,-152.917909,-2.571502,0
-16.848133,-21.375722,-11.110145,-15.490386,-3.770798,-2.571502,0
88.958362,-80.284144,-10.153633,-14.898483,197.663517,-1.714335,0
-27.001678,-43.274059,-7.578443,-10.612646,0.515038,-1.714335,0
-1758.829817,998.479903,-11.183709,-16.612818,-3363.009450,-1.714335,0
-360.167353,166.245143,-9.417902,-10.674021,-654.360780,-4.285837,0
-245.384255,104.276299,-6.106893,-9.163576,-437.497453,-0.857167,0
-1937.774097,1124.666608,-17.952856,-21.878571,-3726.448385,-6.857338,0
-1353.336267,765.334498,-8.534954,-11.204550,-2584.701541,-2.571502,0
-137.296915,52.163841,-4.929688,-5.204378,-238.634639,-2.571502,0
-646.242285,331.136503,-4.561778,-6.592074,-1203.805019,-0.857167,0
-416.529047,216.443533,-10.742235,-16.878082,-777.792871,-0.857167,1
-87.704633,17.699258,-12.066657,-16.082289,-138.346065,-3.428669,0
-369.953429,177.958378,-3.531702,-4.877740,-678.361464,-0.857167,0
-79.610536,-19.829901,-13.243861,-20.041487,-94.630532,-1.714335,0
-497.075141,259.007342,-12.582690,-21.605392,-1158.290767,-1.372205,0
-474.803236,223.458996,-15.304014,-23.470156,-866.938270,-1.714335,0
-1296.168440,720.484901,0.215541,-5.962677,-2470.529069,-4.289525,0
30.555826,-53.358795,-7.212611,-14.332360,-551.402014,-1.887243,0
-116.376814,23.260909,-8.903859,-14.482789,-683.008322,-2.229373,0
-142.226250,18.960049,-4.561778,-6.592074,-217.205456,-0.857167,0
759.131733,-502.797699,4.616725,-20.273509,867.379090,-10.985020,0
-874.019028,477.331645,-9.201278,-18.970616,-1881.224931,-4.631654,0
-305.718772,121.862800,-4.561778,-6.592074,-538.643194,-0.857167,0
63.721144,-94.285929,-17.217037,-24.653962,173.662833,-3.428669,0
60.788572,-73.857728,-6.108971,-11.495594,-370.322543,-2.744411,0
-328.602109,157.778531,-7.652007,-11.735078,-602.073574,-0.857167,1
70.931853,-96.285293,-15.745487,-23.204892,185.663175,-2.571502,0
-62.761143,-14.787803,-4.046740,-5.734907,-74.915684,-0.857167,0
-34.065258,-39.029831,-15.892616,-25.449755,-13.199639,-0.857167,0
-222.427705,97.482413,-7.652007,-11.735078,-398.924924,-0.857167,0
190.383483,-169.225707,-1.766890,-3.604879,-62.926857,-1.372205,0
-218.528005,93.972604,-6.621931,-10.020743,-390.353251,-0.857167,0
-55.844779,-14.277041,-4.046740,-5.734907,-65.486844,-0.857167,0
87.928462,-95.998186,-1.986588,-2.306238,209.663859,-0.857167,0
-548.382584,298.002397,-15.377578,-24.592588,-1035.800228,-0.857167,0
208.094450,-156.534862,-2.577269,-6.617854,-223.283535,-1.887243,0
-212.347108,69.259345,-12.508130,-15.817025,-360.352396,-4.285837,0
133.702151,-116.501993,-1.178288,-1.625280,-235.578056,-2.229373,0
-5955.182780,3531.569476,-2.289159,-16.124036,-11786.665011,-4.977472,0
-507.535008,254.792563,-8.757726,-16.903862,-1326.869612,-1.887243,1
-371.351415,177.631739,-1.471550,-1.449070,-680.075799,-0.857167,0
-880.665136,492.991363,-3.384574,-2.632877,-1676.961369,-2.571502,0
-225.885667,79.727399,-5.591855,-8.306409,-388.638916,-0.857167,0
-406.595843,206.975161,-18.467895,-22.735738,-755.506521,-6.857338,0
78.696936,-102.117659,-15.157880,-25.891229,-268.128283,-1.372205,0
-333.973359,159.839270,-23.103413,-16.450537,-611.502415,-18.857681,0
-22.366335,-35.559553,-4.046740,-5.734907,0.515038,-0.857167,0
-906.123223,489.621991,-3.458138,-3.755308,-1710.390894,-1.714335,1
-103.082211,-6.893329,-12.802388,-20.306751,-139.203232,-0.857167,0
-1428.607593,814.061974,-11.183709,-16.612818,-2733.848651,-1.714335,0
-808.778207,427.631304,-16.701999,-23.796795,-1518.385419,-3.428669,0
52.021779,-62.756940,-5.003252,-6.326810,129.947300,-1.714335,0
-36.125411,-42.458500,-10.742235,-16.878082,-13.199639,-0.857167,0
-2877.239657,1683.321299,-6.845785,-13.386138,-6240.612740,-4.116616,1
-217.130020,94.299243,-3.384574,-2.632877,-388.638916,-2.571502,0
-2137.982420,1241.464005,-11.183709,-16.612818,-4112.173671,-1.714335,0
116.403389,-102.607948,-4.635431,-0.714652,255.950894,-6.000171,0
-216.173332,80.891439,-11.183709,-16.612818,-375.781407,-1.714335,0
-872.056264,477.318931,-8.167045,-12.592245,-1651.246350,-0.857167,0
-136.319596,13.077707,-12.145373,-26.534692,-708.554120,-4.289525,0
-50.032056,-16.603044,-9.049993,-12.061717,-55.200836,-2.571502,0
388.572205,-283.642972,-8.682083,-13.449413,799.394962,-0.857167,0
-1947.780778,1126.012695,-15.819052,-24.327323,-3741.877397,-1.714335,0
-28.546792,-45.845560,-6.548366,-8.898312,0.515038,-1.714335,0
-2185.072899,1265.092286,-16.849128,-26.041658,-4199.604735,-1.714335,0
-390.140356,170.255139,-12.658333,-25.059842,-885.008865,-2.402282,1
-83.069114,11.414057,-10.742235,-16.878082,-126.345722,-0.857167,0
-26.633856,-37.661901,-10.595107,-14.633219,-3.770798,-2.571502,0
46.062015,-69.675653,-10.153633,-14.898483,127.375799,-1.714335,0
-75.343102,-10.727700,-11.772311,-18.592416,-96.344867,-0.857167,0
23.988414,-63.412296,-15.304014,-23.470156,90.517605,-1.714335,0
-164.714752,45.305472,-8.169123,-14.924263,-629.124363,-2.744411,1
715.704377,-487.203611,-15.671923,-22.082460,1440.556103,-3.428669,0
444.339780,-308.985078,-5.813631,-9.339786,213.345685,-2.229373,0
-18.630980,-28.470913,6.307973,-20.123080,-167.210328,-10.642891,0
-28.767573,-42.213002,-12.508130,-15.817025,-2.913631,-4.285837,0
-167.022347,32.692414,-10.668671,-15.755650,-264.349658,-1.714335,0
-407.772871,189.016257,-15.819052,-24.327323,-741.791844,-1.714335,0
-472.154569,235.867117,-10.227197,-16.020914,-873.795609,-0.857167,1
-241.852288,88.154479,-15.671923,-22.082460,-418.639772,-3.428669,0
-3628.397868,2129.996153,-10.668671,-15.755650,-6999.970307,-1.714335,0
95.359864,-94.630256,-2.354498,-0.918542,219.092700,-2.571502,0
-1649.197099,927.939386,-6.989840,-8.633048,-3146.146123,-2.571502,0
-298.508327,140.862996,-9.491554,-4.796599,-544.643365,-9.428840,0
-81.008874,7.842873,-10.668671,-15.755650,-120.345551,-1.714335,0
161.359586,-162.286091,-7.579526,-8.278729,-308.323383,-5.658042,0
-400.488421,174.139617,-3.016664,-4.020572,-718.648327,-0.857167,0
-11921.041837,7126.718942,-11.698747,-17.469985,-23113.001225,-1.714335,1
-333.826230,162.084133,-8.093481,-11.469814,-613.216749,-1.714335,0
-1112.733224,634.765205,-15.009757,-18.980430,-2129.545704,-5.143004,0
-6527.078581,3877.532408,-1.993818,-13.968227,-12972.841155,-4.462434,0
-5009.769466,2967.007747,-14.273938,-21.755821,-9688.046962,-1.714335,0
-280.407901,129.987163,-4.488214,-5.469643,-509.499506,-1.714335,0
-8562.235629,5109.711199,-10.668671,-15.755650,-16592.529569,-1.714335,0
-106.320097,27.717924,-10.227197,-16.020914,-173.489924,-0.857167,0
-95.945507,24.984141,-15.304014,-23.470156,-156.346578,-1.714335,0
-67.187946,10.038122,-15.157880,-25.891229,-259.780708,-1.372205,1
192.487337,-151.823696,-8.169123,-14.924263,-265.119201,-2.744411,0
-67.985176,-17.482055,-13.096733,-17.796624,-80.058688,-3.428669,0
223.804781,-186.973982,-5.815709,-11.671804,-240.794829,-4.116616,0
-292.989684,120.047560,-5.224033,-2.694251,-518.928346,-5.143004,0
-21.851297,-34.702386,-12.287350,-19.449584,0.515038,-0.857167,0
-60.332817,-33.746390,-5.518290,-7.183977,-55.200836,-1.714335,1
-171.069440,54.956920,-7.652007,-11.735078,-289.207510,-0.857167,0
-357.077037,164.388293,-6.401238,-6.653449,-648.360609,-3.428669,0
-4111.296726,2428.317493,-10.668671,-15.755650,-7944.568672,-1.714335,0
-553.753657,286.063429,-10.447978,-12.388356,-1033.228727,-4.285837,0
-253.180119,119.460228,-13.908106,-25.475535,-861.604365,-1.887243,0
-2282.148193,1339.753874,-5.593933,-10.638427,-4582.655691,-2.744411,1
128.578235,-134.422634,-15.084316,-24.768797,-178.986572,-2.229373,0
-19.791145,-31.273716,-9.197121,-14.306580,0.515038,-0.857167,0
-637.854548,347.096043,-4.414650,-4.347211,-1205.519354,-2.571502,0
-27.737761,-19.499107,-1.471550,-1.449070,-20.914144,-0.857167,0
-614.456436,333.037039,-9.638595,-14.041316,-1160.089487,-1.714335,0
-368.849789,180.795144,-9.197121,-14.306580,-679.218631,-0.857167,0
-4568.442621,2685.498958,-15.377578,-24.592588,-8817.164984,-0.857167,0
-2328.846317,1360.813137,-4.929688,-5.204378,-4486.755781,-2.571502,0
107.394783,-99.528298,-2.503704,-5.495423,-89.612937,-2.744411,0
-211.169727,59.218836,-8.093481,-11.469814,-350.066388,-1.714335,0
17.733891,-50.321133,-6.697573,-13.475193,-65.538483,-1.887243,0
178.725023,-159.887331,-13.464642,-16.408928,393.954829,-5.143004,0
-102.567614,28.963105,-3.458138,-3.755308,-169.204087,-1.714335,1
176.912835,-142.465591,-8.903859,-14.482789,-250.701823,-2.229373,0
-47.824687,-17.929365,-10.889452,-12.123091,-50.915000,-5.143004,0
-1554.722059,899.172257,-1.913024,-1.183806,-2986.713005,-1.714335,0
43.118827,-65.573941,-14.788976,-22.612989,119.661293,-1.714335,0
-441.619313,218.686318,-6.621931,-10.020743,-815.508232,-0.857167,0
-661.105090,328.400643,-10.153633,-14.898483,-1222.662700,-1.714335,0
-471.860224,233.356990,-10.668671,-15.755650,-871.224107,-1.714335,0
187.125897,-160.268552,-14.349580,-25.210271,-112.142276,-2.744411,0
-21.704256,-25.457669,-11.698747,-17.469985,-7.199468,-1.714335,0
-1801.285130,1043.822396,-11.183709,-16.612818,-3462.440857,-1.714335,0
-25.015266,-26.968114,-1.986588,-2.306238,-10.628137,-0.857167,0
-573.031464,306.979771,-13.758899,-20.898654,-1078.658594,-1.714335,0
-21.557216,-16.212953,-9.712159,-15.163747,-14.913973,-0.857167,0
19.941321,-41.147789,-7.504878,-9.490215,65.659753,-2.571502,0
-117.871892,26.492509,-11.625183,-16.347553,-188.918935,-2.571502,0
-78.286467,7.373719,-11.772311,-18.592416,-116.059715,-0.857167,0
-7254.663280,4280.877032,-14.788976,-22.612989,-14016.741830,-1.714335,0
10.596895,-43.699526,-15.892616,-25.449755,54.516578,-0.857167,0
-3270.068274,1912.356745,-7.578443,-10.612646,-6302.236124,-1.714335,0
-243.324102,107.704969,-11.698747,-17.469985,-437.497453,-1.714335,0
-1515.616641,866.342284,-9.714238,-17.495765,-3516.332641,-2.744411,0
-501.512709,264.006968,-7.063404,-9.755479,-939.797491,-1.714335,0
-2722.419898,1572.796701,-13.464642,-16.408928,-5229.919831,-5.143004,0
-177.102768,46.915776,-4.561778,-6.592074,-290.921844,-0.857167,0
30.169047,-67.125995,-12.655259,-18.061888,102.517947,-2.571502,0
-1343.182370,759.233421,-16.628523,-15.674510,-2564.986693,-10.286008,0
-1599.090043,915.331531,-10.595107,-14.633219,-3063.858062,-2.571502,0
-179.678223,63.629499,-6.106893,-9.163576,-308.922357,-0.857167,0
-494.081130,251.375191,-14.788976,-22.612989,-918.368308,-1.714335,0
-1306.466392,731.339069,-11.183709,-16.612818,-2488.698803,-1.714335,0
-816.724735,432.406060,-4.414650,-4.347211,-1533.814430,-2.571502,0
-55.697739,-5.032324,-10.227197,-16.020914,-73.201350,-0.857167,0
-740.717854,401.902753,-11.110145,-15.490386,-1399.239164,-2.571502,0
-3686.231112,2178.745473,-20.675264,-21.409417,-7124.259565,-11.143175,0
-94.179523,16.923231,-8.167045,-12.592245,-146.917738,-0.857167,1
55.227548,-72.849594,-2.577269,-6.617854,-50.988769,-1.887243,1
7.621794,-46.578438,-2.062231,-5.760687,-277.332575,-1.887243,0
-69.456903,-4.931418,-20.013185,-11.307533,-92.916198,-18.857681,0
-661.914737,351.053163,-0.956512,-0.591903,-1243.234715,-0.857167,1
-492.462364,248.069272,-6.989840,-8.633048,-913.225304,-2.571502,1
-1423.898334,794.899498,-15.524795,-19.837597,-2710.705134,-5.143004,0
-413.364990,201.709408,-7.063404,-9.755479,-760.649525,-1.714335,0
-214.407348,72.830529,-9.712159,-15.163747,-366.352567,-0.857167,0
-64.527215,0.272960,-11.625183,-16.347553,-90.344696,-2.571502,0
-23.396411,-37.273887,-7.063404,-9.755479,0.515038,-1.714335,0
-461.264677,212.990942,-4.561778,-6.592074,-838.651749,-0.857167,0
-1202.204924,662.859291,-15.304014,-23.470156,-2281.264316,-1.714335,0
-55.329829,-6.420020,-3.016664,-4.020572,-71.487015,-0.857167,0
-2644.131819,1521.089945,-12.287350,-19.449584,-5073.915382,-0.857167,0
-381.063839,183.467551,-15.230449,-22.347724,-698.933479,-2.571502,0
-1379.353249,797.299945,-1.547193,-4.903520,-2864.734265,-1.887243,0
-29.944777,-46.172199,-10.227197,-16.020914,-1.199297,-0.857167,0
3.754095,-43.087857,-1.913024,-1.183806,44.230570,-1.714335,0
-1483.276780,848.077168,-5.518290,-7.183977,-2840.994564,-1.714335,0
87.272024,-113.103259,-10.598180,-21.631172,-308.610185,-2.402282,0
-265.544832,111.723463,-6.621931,-10.020743,-472.641312,-0.857167,0
-1063.655716,578.443895,-7.504878,-9.490215,-2011.256617,-2.571502,0
-1661.852974,958.876471,-16.113397,-21.817196,-3190.718822,-4.285837,0
-140.607572,22.653983,-10.227197,-16.020914,-218.062624,-0.857167,0
-1405.283134,805.880392,-15.819052,-24.327323,-2693.561788,-1.714335,1
-24.941525,-39.845389,-16.922780,-20.164236,0.515038,-6.857338,0
-2652.875124,1553.176020,-14.423144,-26.332702,-5632.299693,-1.887243,0
-860.504470,478.544346,-5.003252,-6.326810,-1635.817339,-1.714335,0
-1738.889843,980.665591,-11.257273,-17.735249,-3319.293918,-0.857167,0
-138.371969,15.477530,-5.372157,-9.605050,-1105.743028,-1.372205,1
-139.062546,32.225338,-5.076816,-7.449241,-224.062795,-0.857167,0
-1433.831891,832.367283,-14.862540,-23.735420,-2756.992168,-0.857167,0
-2161.015707,1255.303800,-7.211704,-2.666571,-4840.339811,-9.943878,0
-934.377634,513.598754,-10.815888,-11.000660,-1771.249772,-6.000171,0
-113.162897,28.329593,-2.869536,-1.775709,-183.775932,-2.571502,1
-722.985338,392.414615,-4.414650,-4.347211,-1365.809639,-2.571502,0
-82.553900,-1.728482,-16.186961,-22.939628,-114.345380,-3.428669,0
-133.912165,40.797011,-10.742235,-16.878082,-224.062795,-0.857167,0
-1363.269207,753.803309,-5.518290,-7.183977,-2588.987377,-1.714335,0
-194.173206,66.505797,-5.003252,-6.326810,-332.065875,-1.714335,1
-1521.464395,881.522303,-9.491466,-11.796453,-2924.139792,-3.428669,0
-598.489463,296.610546,-3.016664,-4.020572,-1106.087947,-0.857167,0
-54.667574,-10.317843,-11.257273,-17.735249,-67.201179,-0.857167,0
-850.008835,441.905464,-10.082147,-16.108069,-1773.891355,-4.458745,1
-270.327216,94.764241,-10.080069,-13.776051,-464.926806,-2.571502,0
-478.114245,221.948551,-6.842712,-6.388185,-870.366939,-4.285837,0
-283.866127,133.231708,-15.745487,-23.204892,-517.214012,-2.571502,0
-254.140078,103.704162,-7.578443,-10.612646,-449.497795,-1.714335,0
-183.356966,49.507043,-17.732076,-25.511129,-302.065019,-3.428669,0
-450.007227,216.726485,-4.561778,-6.592074,-825.794240,-0.857167,0
-1747.278110,1006.705171,-14.347502,-22.878253,-3353.580610,-0.857167,1
-408.876688,200.179197,-14.273938,-21.755821,-752.935019,-1.714335,0
-155.323688,57.162252,-9.197121,-14.306580,-268.635494,-0.857167,0
-31.121982,-50.131397,-18.762240,-20.225611,0.515038,-9.428840,0
-625.125284,331.281096,-6.548366,-8.898312,-1173.804164,-1.714335,0
-46.941475,-39.459454,-14.126897,-12.511105,-31.200152,-9.428840,0
-179.431776,68.147952,-10.007500,-17.319556,-671.640599,-1.372205,0
129.647780,-124.565581,-13.832464,-22.021086,293.666255,-0.857167,0
133.817339,-103.738237,-4.199109,-10.309888,-440.514810,-6.861027,0
-110.514054,26.738007,-5.003252,-6.326810,-178.632928,-1.714335,0
-210.066439,90.055015,-7.063404,-9.755479,-374.924240,-1.714335,0
-569.131676,296.470109,-7.504878,-9.490215,-1064.086749,-2.571502,0
-174.969228,65.466583,-8.682083,-13.449413,-303.779354,-0.857167,0
-103.156304,33.983359,-10.080069,-13.776051,-174.347091,-2.571502,0
-4771.226399,2819.010078,-0.956512,-0.591903,-9220.890783,-0.857167,0
-23.543628,-32.518897,-10.595107,-14.633219,-3.770798,-2.571502,0
-204.915706,70.627275,-17.217037,-24.653962,-350.923555,-3.428669,1
-286.367753,130.068303,-13.832464,-22.021086,-518.071179,-0.857167,0
-29.797649,-43.927336,-12.949604,-15.551761,-2.913631,-5.143004,0
-3762.459038,2233.880899,-13.758899,-20.898654,-7280.264014,-1.714335,0
-109.778147,16.962762,-4.561778,-6.592074,-169.204087,-0.857167,0
-396.736026,182.384651,-10.227197,-16.020914,-720.362662,-0.857167,0
-21.777821,-26.580101,-14.641847,-20.368126,-6.342300,-3.428669,0
-226.768791,94.257634,-17.732076,-25.511129,-402.353593,-3.428669,0
-252.447747,101.520674,-16.039921,-13.694911,-445.211958,-11.143175,0
-213.083103,86.034443,-13.023169,-16.674192,-375.781407,-4.285837,0
174.457502,-161.989679,-7.652007,-11.735078,389.668993,-0.857167,1
-234.788619,76.910398,-10.521542,-13.510787,-398.924924,-3.428669,0
-321.611828,131.412312,-12.213785,-18.327152,-569.501217,-1.714335,1
-403.147162,193.236651,-2.433214,-11.370945,-892.197267,-3.432358,1
-2384.030365,1379.971458,-11.257273,-17.735249,-4581.901351,-0.857167,1
-565.452845,303.592711,-11.257273,-17.735249,-1064.943917,-0.857167,0
-17.215954,-26.987880,-3.016664,-4.020572,0.515038,-0.857167,0
-1059.829845,594.811214,-9.638595,-14.041316,-2019.828290,-1.714335,0
-490.475511,229.375949,-2.428062,-2.040973,-894.367624,-1.714335,1
-496.361976,244.579228,-5.003252,-6.326810,-915.796806,-1.714335,0
-123.831744,26.573649,-5.518290,-7.183977,-197.490608,-1.714335,0
-16.700916,-26.130713,-3.973176,-4.612475,0.515038,-1.714335,0
-134.647984,43.572402,-10.668671,-15.755650,-227.491464,-1.714335,0
12.801190,-52.023800,-13.688409,-26.774176,58.971635,-2.402282,0
-11426.590920,6808.623457,-9.197121,-14.306580,-22134.973335,-0.857167,0
-261.939390,103.723928,-10.080069,-13.776051,-460.640970,-2.571502,0
-251.417847,117.234715,-9.712159,-15.163747,-457.212301,-0.857167,0
-1044.819736,585.792231,-10.227197,-16.020914,-1990.684601,-0.857167,0
-837.915654,459.138449,-8.608519,-12.326981,-1586.958803,-1.714335,0
-1196.612893,657.165994,-15.892616,-25.449755,-2268.406807,-0.857167,0
-1244.439368,697.569373,-10.815888,-11.000660,-2371.266883,-6.000171,0
-99.550685,11.984117,-3.016664,-4.020572,-150.346407,-0.857167,0
-4313.491636,2542.808652,-3.458138,-3.755308,-8331.151125,-1.714335,0
-542.045667,261.529058,0.217619,-3.630659,-1521.671136,-2.402282,1
-1302.419652,737.073976,-13.758899,-20.898654,-2487.841636,-1.714335,0
31.079888,-53.673683,-3.534864,-4.875840,-127.114816,-6.688118,0
-366.200858,172.203705,-9.049993,-12.061717,-668.075456,-2.571502,0
-101.978747,9.943143,-5.003252,-6.326810,-152.060741,-1.714335,0
-162.607609,30.039772,-10.006504,-12.653620,-255.777985,-3.428669,0
-144.581100,46.040921,-15.377578,-24.592588,-243.777643,-0.857167,0
-399.605914,208.608355,-10.080069,-13.776051,-746.934848,-2.571502,0
-514.450316,269.447400,-7.434388,-15.365737,-1211.442517,-3.259449,1
-45.396801,-1.888685,-12.728823,-19.184319,-61.201008,-1.714335,0
-19.276106,-30.416549,-11.625183,-16.347553,0.515038,-2.571502,0
150.985650,-135.053400,-5.076816,-7.449241,333.095951,-0.857167,0
-21.042090,-22.355639,-6.106893,-9.163576,-8.913802,-0.857167,0
211.246956,-181.761746,-16.334090,-25.184491,459.099544,-1.714335,0
-369.291175,174.060555,-5.003252,-6.326810,-674.075628,-1.714335,0
-1495.123008,856.361734,-9.712159,-15.163747,-2864.995248,-0.857167,0
-1618.565509,899.034370,-1.473628,-3.781088,-3442.693262,-2.744411,1
-337.505326,175.961091,-15.892616,-25.449755,-630.360095,-0.857167,0
-630.864531,341.729384,-4.488214,-5.469643,-1190.947510,-1.714335,0
-386.802734,165.916426,-4.046740,-5.734907,-692.076141,-0.857167,0
-484.069182,234.859705,-1.547193,-4.903520,-1016.133331,-1.887243,1
-521.305201,256.066729,-2.501626,-3.163405,-961.226673,-0.857167,0
224.270477,-193.086967,-15.304014,-23.470156,487.386065,-1.714335,0
-532.047965,281.187768,-11.698747,-17.469985,-998.084867,-1.714335,0
371.502032,-285.052511,-14.862540,-23.735420,776.251445,-0.857167,0
-16.185878,-25.273545,-9.712159,-15.163747,0.515038,-0.857167,0
-346.996792,164.164638,-4.929688,-5.204378,-633.788764,-2.571502,0
-3670.852917,2154.339087,-18.909456,-15.470620,-7081.401200,-13.714677,0
-27.001854,-29.274352,-10.668759,-8.755797,-11.485304,-7.714506,0
-3034.797904,1770.992044,-7.507952,-16.488169,-6181.331722,-2.402282,0
-482.382119,247.845616,-8.976428,-10.939285,-898.653460,-3.428669,1
236.851341,-186.646712,-8.168128,-10.258328,-179.748288,-4.800875,0
-204.253627,80.729159,-15.892616,-25.449755,-358.638061,-0.857167,0
-84.681481,15.882765,-6.477876,-14.773834,-798.446482,-2.402282,0
-277.391237,134.007735,-10.595107,-14.633219,-508.642339,-2.571502,0
-214.554829,98.585079,-19.792404,-14.940092,-388.638916,-15.429011,0
-928.964409,495.179926,-5.152459,-10.903691,-1941.899835,-1.887243,1
-801.705703,437.381316,-13.319504,-23.495936,-1771.003544,-2.744411,1
-17.215954,-26.987880,-4.488214,-5.469643,0.515038,-1.714335,0
-115.664346,11.166481,-9.197121,-14.306580,-172.632757,-0.857167,0
-317.344395,140.514514,-4.929688,-5.204378,-571.215551,-2.571502,0
-74.901629,-10.992964,-11.478054,-14.102690,-95.487700,-4.285837,0
-52.165596,-35.153851,-10.595107,-14.633219,-42.343327,-2.571502,0
-238.292400,68.515982,-7.873783,-12.768455,-752.041417,-2.229373,0
-46.794787,-2.215324,-14.494719,-18.123263,-62.915342,-5.143004,0
-309.545172,147.494601,-9.712159,-15.163747,-566.072548,-0.857167,1
-1361.944874,760.007370,-4.414650,-4.347211,-2592.416047,-2.571502,0
-356.488346,159.368039,-18.541547,-16.858316,-643.217605,-12.000342,0
-204.474320,77.361864,-13.611771,-18.653791,-356.066559,-3.428669,0
-33.697349,-40.417527,-16.628435,-22.674363,-11.485304,-4.285837,0
204.918930,-159.293350,-16.701999,-23.796795,430.813023,-3.428669,0
-26.486640,-42.416891,-7.872788,-8.102519,0.515038,-4.285837,0
-289.384329,119.047878,-8.019916,-10.347382,-512.928175,-2.571502,0
80.055410,-83.101145,-20.528135,-19.164554,187.377510,-12.857510,0
-463.987436,241.459509,-7.652007,-11.735078,-866.938270,-0.857167,0
-151.718245,49.162717,-5.076816,-7.449241,-256.635152,-0.857167,0
134.727015,-134.617294,-6.182535,-12.618026,-364.208478,-1.887243,0
-875.032213,473.273894,-9.787802,-18.618197,-1848.126470,-1.887243,0
-19.791145,-31.273716,-2.943100,-2.898141,0.515038,-1.714335,0
-2360.705642,1350.790316,-3.826047,-2.367612,-4523.613975,-3.428669,0
