variance,skewness,curtosis,entropy,class
-3.938200,-0.929100,-0.545500,-0.881619,0
-2.251700,5.142200,1.904681,-4.043424,0
-5.504000,-10.367100,3.281248,4.987707,0
-2.852100,-9.171000,0.619492,3.789667,0
-1.167600,-9.156600,0.470109,2.187169,0
-2.610400,-8.008100,1.702216,0.508465,0
-0.324440,-10.067000,3.890133,1.829272,0
-3.896200,4.790400,1.062050,-3.269512,0
-2.175200,0.809100,1.469541,-4.933047,0
-1.158800,-8.933100,0.787829,2.231416,0
-4.707200,-8.295700,1.071599,2.762142,0
1.966700,-11.805200,7.711672,1.631174,0
-4.055200,-0.401430,-0.417570,-1.540590,0
-2.367800,6.839000,1.760059,-8.246899,0
-0.335650,-6.836900,0.659116,-0.601477,0
-4.339800,5.303600,1.302661,-3.722347,0
-1.545600,-8.548200,2.217079,-0.072768,0
-1.427600,-8.384700,1.615040,2.381468,0
0.278020,-8.188100,2.006247,3.490621,0
-0.936110,-8.641300,1.032456,1.819007,0
-4.635200,3.008700,-0.778256,-2.833937,0
-1.526800,5.587100,3.054959,-8.280445,0
-0.956260,-2.472800,0.483657,-4.436763,0
2.791400,-1.773400,1.454173,-6.629740,0
-5.203200,-3.511600,-1.196567,1.079911,0
-3.183600,-7.232100,2.391413,1.463417,0
-0.654970,-5.181500,0.582908,-0.988281,0
-5.608400,-10.300900,3.548870,5.422222,0
-1.105000,-7.443200,3.060149,0.068567,0
-3.929200,2.915600,0.041798,-2.233864,0
-1.155800,-6.400300,-0.444963,-1.640404,0
-2.558100,-2.621800,-0.108007,-1.891483,0
-2.783100,-10.979600,3.793243,4.202129,0
-3.763500,-2.781100,-0.234149,-0.706517,0
2.647900,-10.137400,5.195132,2.170419,0
-1.065200,-8.368200,1.411504,1.641416,0
1.427500,-11.879700,6.976743,0.683690,0
-5.745600,-10.180800,3.534561,5.405174,0
-5.086000,-3.279800,-1.303812,1.079428,0
-3.409200,-5.404900,0.493852,2.632465,0
0.236100,-9.322100,4.658698,-1.419394,0
-3.819700,-8.995100,3.297399,4.959891,0
1.139100,-1.812700,0.389014,-6.938975,0
-4.924900,-0.689060,-1.073616,-0.953125,0
-2.508900,-6.841000,-0.448193,-0.041197,0
0.206200,-9.220700,6.146958,4.724158,0
-3.946000,-6.851400,0.309746,1.612609,0
0.278000,-8.188100,2.006247,3.490621,0
-1.859200,-3.207400,0.233877,0.198693,0
-0.569530,-7.629400,3.430063,-1.051769,0
-3.462600,4.449000,0.401810,-3.523220,0
-3.395100,-1.148400,-1.725730,-2.440105,0
-5.042900,0.529740,-1.013479,-0.671197,0
-3.775800,-7.178300,-0.634042,1.438018,0
-4.656200,-7.639800,0.843909,2.588181,0
-4.094800,2.967400,-0.374426,-2.457732,0
-1.838400,-6.063000,-0.420565,-0.620662,0
-2.015300,-0.436610,1.028692,-4.480641,0
-3.525100,-0.720100,-0.371634,-1.772762,0
-3.757000,5.423600,1.835618,-3.582452,0
-2.598900,-3.517800,-0.681953,-0.879813,0
-1.899400,-0.974620,-0.142581,-4.301766,0
-3.694100,3.948200,-0.476645,-4.391126,0
-4.429500,2.350700,-0.631574,-1.826082,0
-6.824800,-5.218700,-0.937111,2.425769,0
-1.896700,2.516300,1.227074,-2.649969,0
-2.152600,6.166500,1.603796,-7.929841,0
-3.300400,-7.081100,-0.427487,1.274619,0
-2.721300,-7.050000,-0.504939,0.515436,0
-3.884600,3.033600,0.196660,-2.533831,0
-4.166500,0.444900,-0.238321,-0.275149,0
-0.942250,-5.856100,0.614936,-1.802191,0
-5.132100,0.031048,-1.050349,-0.496585,0
-0.382510,-6.812100,0.888553,-1.694664,0
-3.033300,2.592800,0.063392,-2.337158,0
-2.923300,-6.046400,0.561957,0.202077,0
-1.162000,-10.292600,3.788906,1.898185,0
-3.779100,-2.576200,-0.353640,-1.382138,0
-0.777650,-5.978100,0.535057,-1.124240,0
0.383880,1.047100,0.769949,-8.029814,0
-0.210840,-9.435900,1.821323,0.384191,0
-2.957100,4.593800,0.359109,-5.923552,0
-4.643900,3.372900,-0.139413,-2.652060,0
-3.357700,4.306200,0.761887,-5.978520,0
-3.512700,-2.907300,-0.237228,-1.108660,0
-2.656200,-10.704400,3.508946,3.905503,0
1.361200,-10.694000,3.133147,-1.227176,0
0.278000,-8.188100,2.006247,3.490621,0
-1.040000,6.932100,2.579760,-7.983527,0
-2.188100,-2.735600,0.388658,-1.282794,0
-4.275600,2.652800,-0.598365,-2.258916,0
0.119960,-6.874100,0.805070,-0.803907,0
-2.973600,-8.794400,0.789686,3.806296,0
-3.779800,3.310900,0.348863,-2.626867,0
-5.358600,-3.755700,-1.336953,1.544368,0
-1.837300,-6.129200,-0.414320,-0.916366,0
-1.226200,-0.895990,1.015094,-5.667784,0
0.048008,0.560780,0.760486,-7.697300,0
-0.570600,0.024841,0.749467,-1.138879,0
-4.363400,-0.463510,-1.771924,-1.726547,0
-3.482000,4.163400,0.625142,-3.445425,0
-0.519470,3.263300,1.456098,-2.897388,0
-2.316400,2.628000,0.578381,-3.100595,0
1.834800,-11.033400,5.327058,-2.382295,0
-1.375400,-8.879300,0.231539,1.974125,0
0.166820,-5.897400,0.769782,-0.382681,0
-0.299610,-7.132800,1.119000,0.495906,0
-0.250350,-9.326200,5.600478,4.620291,0
-2.467300,-1.392600,-0.141216,-1.756213,0
-0.778050,-6.642400,0.865557,1.293832,0
-3.446500,-2.950800,-0.378703,-1.099884,0
-2.242900,4.142700,1.215453,-5.106025,0
-3.732100,3.884000,0.531234,-3.315415,0
-4.336500,3.584000,-0.162904,-3.760178,0
2.075900,-10.822300,5.191046,-1.854676,0
-4.071500,-7.639800,0.829639,2.239759,0
-0.761630,-5.820900,0.825255,-1.080099,0
0.539660,-7.327300,1.509267,-0.232592,0
-2.621300,-5.791900,1.566774,0.181648,0
-3.024200,3.337800,0.945723,-2.468953,0
-5.851900,-5.390500,-0.315129,2.383751,0
-0.570600,0.024800,0.749487,-1.138876,0
-3.977100,-11.151300,3.676564,4.558464,0
-1.547800,-9.181400,1.460714,1.884305,0
-0.740540,-0.366250,-0.134040,-2.247843,0
-0.495710,-10.224300,3.794849,1.711719,0
-1.645000,-7.861200,3.376075,1.421617,0
-3.607700,-6.857600,-0.460642,1.103728,0
-3.240300,3.708200,0.418210,-5.279983,0
-3.916600,-10.249100,3.770694,4.740834,0
-3.926200,-6.029900,-0.250585,2.001036,0
-5.591000,-10.464300,3.598700,5.008524,0
-3.752200,3.697800,-0.664186,-4.149286,0
-1.311400,-4.546200,0.136148,-2.300525,0
-3.702200,-6.994200,-0.162273,1.848473,0
-4.364000,3.103900,-0.404010,-2.469302,0
-3.582900,-1.442300,-1.223693,-1.228452,0
-4.650000,4.829700,0.789169,-3.373379,0
-5.173100,-3.960600,-0.712930,1.894801,0
-3.269200,-3.418400,0.098393,-0.194057,0
-2.401200,-1.622300,-0.233781,-3.106012,0
-1.725700,4.469700,3.071238,-7.837951,0
-4.796500,-6.985900,0.033348,2.026871,0
-4.096200,-10.189100,3.516057,4.538205,0
-2.555900,-3.360500,0.053101,-2.049020,0
-3.491600,-8.570900,0.110131,3.087845,0
-0.519500,3.263300,1.456079,-2.897391,0
-2.985600,-7.267300,2.151502,0.754863,0
-4.093200,-5.413200,-0.517865,1.762588,0
-1.774800,0.769780,-0.414098,-5.720609,0
-5.201200,-0.326940,-1.137072,-0.361984,0
0.450620,1.367800,1.506531,-6.935514,0
-4.845100,-8.111600,0.992603,3.145200,0
-0.748410,-7.275600,0.712129,-1.051950,0
-5.121300,-8.556500,0.997770,3.592009,0
-3.618100,3.745400,1.145600,-2.681097,0
-0.040498,-8.523400,4.108428,-0.813415,0
2.647900,-10.137400,5.195132,2.170419,0
-0.379840,-0.709750,0.557384,-0.678317,0
0.959230,-0.091039,2.437629,-5.911856,0
-2.867200,-10.000800,2.569860,3.651875,0
-1.018200,-9.109000,1.594722,0.880955,0
2.714300,-11.453500,4.244062,-1.463298,0
-3.824400,3.108100,-0.129992,-2.504874,0
-2.796100,-2.121000,-0.090848,-1.875806,0
-3.535800,-6.708600,-0.601017,0.733582,0
0.705600,-8.724100,4.887429,-1.475099,0
-4.154200,-7.275600,0.807579,2.635379,0
-0.927030,-9.431800,1.548547,0.916155,0
-1.821600,6.474800,1.672913,-7.886798,0
2.447300,-12.624700,7.681971,0.471804,0
-3.586200,3.095700,0.197675,-2.813010,0
-0.661910,-9.659400,1.598233,0.544918,0
-4.792600,-1.707100,-1.482311,-0.182430,0
-4.985200,-8.351600,0.868778,2.711794,0
-0.757360,-3.029400,0.523504,-2.869838,0
-4.649900,-7.633600,0.066063,1.977379,0
0.023579,-7.174200,0.870750,-0.656437,0
-0.855740,-0.008268,1.557627,-6.439818,0
-0.882980,-0.660090,1.367550,-5.867912,0
-4.042200,4.391000,-0.380470,-4.866027,0
-2.254600,-8.099200,3.190627,0.757217,0
-0.384780,-6.598900,0.505522,0.417825,0
-3.154100,5.171100,0.464850,-6.607734,0
-2.396900,-0.235890,-0.660961,-5.012813,0
-4.711400,-2.075500,-1.264928,0.073223,0
-4.012700,-10.147700,3.406837,4.525260,0
-2.660600,-3.168100,0.122586,-1.966940,0
-3.931000,-1.854100,-1.219904,-0.169497,0
-0.017270,-8.693000,4.136798,-0.761133,0
-3.241400,-0.409710,-0.961242,-1.571216,0
-2.250400,-3.575700,-0.224929,-0.392752,0
1.397100,-3.319100,1.752374,1.687609,1
-0.390120,0.142790,-0.351526,-0.023283,1
1.667700,7.153500,0.278985,-7.947099,1
3.848300,12.804700,3.718497,-15.288931,1
3.568100,8.213000,0.621592,-10.110235,1
2.280400,0.306260,-1.150562,-1.533568,1
1.758200,-2.739700,1.810357,2.850598,1
0.894090,-3.199100,2.623932,2.260200,1
-0.343400,-0.124150,-0.189684,0.260869,1
0.985400,6.661000,0.371776,-5.838220,1
2.411500,9.135900,2.106342,-9.127267,1
1.525200,6.253400,0.245556,-5.380226,1
0.614420,0.091058,-0.545732,0.235711,1
0.365060,-2.892800,2.452247,4.079947,1
5.903400,-6.567900,6.703307,0.376655,1
1.821500,-2.752100,2.210990,1.081804,1
0.774610,1.876800,-0.742162,-2.549792,1
1.818700,9.036600,1.531367,-8.886043,1
3.580100,12.930900,4.597565,-12.613981,1
1.821900,6.882400,0.798792,-5.409744,1
0.348100,0.386960,-0.693399,0.374550,1
-0.473680,-3.360500,3.288366,5.083399,1
3.408300,-4.858700,4.686602,1.520749,1
1.666200,0.300050,0.198053,-1.410179,1
2.096200,7.105900,1.368338,-6.484581,1
2.668500,10.451900,3.136701,-8.730701,1
0.474650,4.349600,-0.431125,-2.083190,1
-1.055200,-1.185700,-0.522131,2.591324,1
-1.164400,-3.809500,3.267623,5.519928,1
4.477900,-7.370800,6.643148,1.368243,1
2.733800,-0.455230,0.166579,-2.443120,1
2.286000,5.448400,0.036483,-5.870468,1
1.624400,6.344400,0.560874,-4.626723,1
-0.508130,-0.477990,-0.879837,1.865733,1
-1.640800,-4.250300,1.862436,5.258389,1
-0.815830,-4.840000,5.184368,6.148006,1
5.490100,-9.104800,5.842091,1.317708,1
3.223800,-2.793500,0.900670,-0.184111,1
2.063100,1.514700,-0.249065,-1.273643,1
0.913180,2.011300,-0.096154,0.182859,1
-0.600500,-1.932700,-0.194322,3.299018,1
-0.913150,-3.337700,1.019038,4.267655,1
0.280150,-3.072900,2.349965,3.800101,1
3.608500,-3.325300,3.448428,1.072193,1
6.200300,-8.680600,3.658839,0.570255,1
4.293200,-3.341900,1.106423,-0.606970,1
3.026500,0.062088,0.161827,-0.668961,1
1.701500,0.010356,0.369105,1.064213,1
0.643260,-2.474800,0.554218,3.069692,1
0.863390,-1.934800,0.705081,2.514152,1
2.065900,-1.051200,1.011463,0.628951,1
2.133300,-1.568500,1.710631,0.356249,1
1.256800,1.473300,0.008216,-2.906296,1
3.112800,6.841000,2.684814,-10.448845,1
4.855400,5.903700,2.529802,-10.718008,1
2.588000,-3.865400,1.211758,0.529682,1
-0.243940,-1.473300,0.356132,1.493296,1
1.532200,5.096600,0.871828,-6.623057,1
4.002500,13.497900,6.044646,-16.940171,1
4.017300,8.312300,3.368146,-12.076487,1
3.073100,0.531810,-0.393194,-2.479739,1
1.979000,-3.230100,2.337753,1.744685,1
0.429400,0.146930,0.161053,-0.019308,1
2.234000,7.031400,0.566469,-7.497289,1
4.211000,12.473600,3.713193,-14.568896,1
3.807300,8.097100,0.949238,-10.153716,1
2.591200,0.105540,-0.828374,-1.426954,1
2.248200,-3.091500,2.263257,2.785242,1
1.442700,-3.292200,3.088651,2.483953,1
0.394160,0.020702,0.431120,0.135376,1
1.522000,6.638300,1.004951,-5.661595,1
2.826700,9.040700,2.389003,-8.804070,1
1.726300,6.023700,0.528409,-5.223549,1
0.942550,-0.039307,-0.349885,0.189519,1
0.895690,-3.002500,2.839066,4.101322,1
6.281500,-6.665100,7.006641,0.577379,1
2.321100,-3.166000,2.525207,1.412621,1
1.341400,2.077600,-0.159937,-2.869650,1
2.258000,9.326300,2.315122,-9.122853,1
3.885800,12.846100,5.098388,-12.147695,1
1.896900,6.789300,1.146797,-5.160232,1
0.526450,0.248320,-0.485571,0.384909,1
-0.009661,-3.561200,3.666595,5.042665,1
3.882600,-4.898000,4.873149,1.706448,1
2.140500,0.167620,0.413136,-1.272032,1
2.482400,7.304600,1.653115,-6.662421,1
2.909800,10.071200,3.286731,-7.999935,1
0.609750,4.002000,-0.305342,-1.918486,1
-0.836250,-1.107100,-0.324317,2.450030,1
-0.607310,-3.954400,3.683573,5.414904,1
4.886100,-7.054200,6.846335,1.259023,1
3.136600,-0.422120,0.473697,-2.580164,1
2.575400,5.657400,0.310608,-6.129879,1
1.878200,6.586500,0.779789,-4.785532,1
-0.242610,-0.573180,-0.738166,1.847471,1
-1.296000,-4.285500,2.107546,5.239905,1
-0.259430,-5.009700,5.519239,5.976378,1
5.873000,-9.175200,5.924872,1.216309,1
3.460500,-2.690100,1.035100,0.000279,1
2.379700,1.440200,0.017568,-1.138569,1
1.242400,1.717500,0.125559,0.551967,1
-0.202160,-1.918200,0.096532,3.339010,1
-0.598230,-3.501200,1.139604,4.209600,1
0.779950,-3.232200,2.548811,3.726603,1
4.140900,-3.461900,3.765194,1.080722,1
6.508400,-8.769600,3.924808,0.386828,1
4.499600,-3.428800,1.240848,-0.373133,1
3.312500,-0.101390,0.378604,-0.500161,1
1.942300,-0.376600,0.612659,1.402913,1
0.757930,-2.534900,0.770790,3.206455,1
0.954030,-1.982400,0.818630,2.474831,1
2.217300,-1.467100,1.044255,0.901345,1
2.799000,-1.967900,2.020231,0.748823,1
1.862900,0.848410,0.300784,-2.521693,1
3.591600,6.228500,2.741805,-9.932270,1
5.121600,5.311800,2.672644,-10.090740,1
3.285400,-4.037200,1.729406,0.733125,1
0.568770,-1.417400,0.887804,1.583580,1
2.351800,4.835900,1.099576,-6.556611,1
4.486100,13.288900,5.887441,-16.591976,1
4.387600,7.726700,3.308212,-11.590682,1
3.360400,0.326960,-0.260711,-2.200273,1
1.011200,-2.998400,1.416108,1.405229,1
-0.030219,1.051200,-0.544781,-1.506166,1
1.651400,8.498500,0.202803,-9.193664,1
3.269200,12.740600,2.573772,-15.343578,1
2.570100,6.845200,-0.701116,-9.223131,1
1.306600,-0.252440,-1.634687,-1.030711,1
1.663700,-3.288100,1.839917,2.589811,1
0.550080,-2.865900,2.144030,2.008934,1
-0.214310,0.695290,-0.155669,-0.912699,1
0.772880,7.447300,0.658829,-6.468575,1
1.839100,9.088300,1.548740,-9.111501,1
0.632980,5.127700,-0.747766,-4.737705,1
-0.004054,-0.629050,-0.849143,0.514712,1
0.286960,-3.178400,2.590812,4.031628,1
5.240600,-6.625800,6.745090,1.269879,1
1.444600,-2.143800,1.573267,0.727480,1
0.657670,2.801800,-0.404504,-3.821831,1
1.544900,10.149800,2.722166,-9.303906,1
2.895700,12.020500,4.585180,-11.337200,1
0.814790,5.738100,0.369898,-4.388060,1
-0.502250,-0.653880,-0.579539,1.102210,1
-0.745210,-3.635700,3.401413,4.998032,1
2.914600,-4.053700,3.911562,1.082217,1
1.390700,1.378100,0.381960,-2.273742,1
1.786000,8.115700,2.304751,-6.809089,1
1.732200,9.282800,2.903181,-7.355400,1
-0.552980,3.461900,-0.820558,-1.856014,1
-2.031000,-1.852000,-0.474162,2.974546,1
-1.227900,-4.030900,3.137927,5.198381,1
4.224900,-6.269900,5.502174,0.711267,1
2.534600,0.773920,0.523962,-3.319098,1
1.749000,6.332000,0.813143,-6.045932,1
0.539000,5.167000,0.486620,-3.405706,1
-1.563100,-0.895990,-0.954866,1.843523,1
-2.391700,-4.556500,2.082592,5.380836,1
-0.895120,-4.773800,4.764439,5.658083,1
5.480800,-8.181900,5.013861,0.512470,1
2.883300,-1.771300,0.565945,-0.608417,1
1.417400,2.253500,-0.374712,-1.596271,1
-0.428300,0.949810,-0.485017,1.009657,1
-1.590400,-2.212100,-0.372003,3.098250,1
-1.742500,-3.683300,1.071759,4.232671,1
0.233560,-3.240500,2.264424,3.463779,1
3.622700,-3.995800,3.800553,0.964867,1
6.153600,-7.929500,3.320870,-0.098342,1
3.917200,-2.665200,0.895678,-0.656832,1
2.221400,0.237980,0.032286,-0.561948,1
0.492410,-0.893920,0.306818,1.697192,1
-0.265170,-2.406600,0.147674,2.900410,1
0.102340,-1.818900,0.213467,2.278344,1
1.617600,-1.092600,0.536661,0.444444,1
1.844800,-1.254000,1.102170,-0.101006,1
1.278600,2.408700,0.245047,-4.591698,1
2.902000,7.656300,2.683207,-11.554307,1
4.377300,5.516700,2.114411,-10.740466,1
2.052900,-3.838500,1.074422,0.975527,1
-0.188680,-0.701480,-0.085587,0.504644,1
1.727900,6.841000,0.727794,-8.945684,1
3.379300,13.773100,4.811742,-17.388762,1
3.127300,7.112100,1.864346,-11.236391,1
2.121000,0.055880,-1.031452,-2.136660,1
1.769700,-3.432900,2.159638,1.571591,1
0.001285,-0.138630,-0.038816,0.192812,1
1.682000,6.812100,-0.198986,-7.260315,1
3.491700,12.173600,2.856592,-14.095570,1
3.115800,8.628900,0.673654,-10.463743,1
2.089100,0.484220,-1.455470,-1.955764,1
1.693600,-2.785200,1.562293,2.458161,1
1.284600,-3.271500,2.944219,2.255446,1
0.092194,-0.393150,0.084859,0.345995,1
1.029200,6.387900,0.074672,-5.582549,1
2.208300,9.106900,1.688332,-8.843869,1
1.074400,6.311300,0.042894,-5.414957,1
0.510030,0.235910,-0.750771,-0.139436,1
0.363720,-3.043900,2.204687,3.874187,1
6.397900,-6.447900,6.705639,-0.035038,1
2.250100,-3.312900,2.723489,1.326064,1
1.185900,1.251900,-0.408791,-2.356461,1
1.807600,8.813100,1.576476,-8.567465,1
3.386300,12.988900,4.728884,-12.468244,1
1.410600,7.108000,0.573643,-5.624914,1
0.213940,0.682870,-1.166668,-0.282517,1
-0.487970,-3.567400,3.078207,4.930440,1
3.816700,-5.140100,5.261959,1.492153,1
1.955500,-0.206920,0.561257,-1.173953,1
2.178600,6.447900,1.149200,-5.927604,1
2.329900,9.953200,3.176113,-8.078203,1
-0.003120,4.006100,-0.625034,-1.916978,1
-1.351800,-1.059500,-0.761691,2.252275,1
-1.230900,-3.892300,3.202350,5.395080,1
5.030100,-7.503200,7.390065,1.306101,1
3.079900,-0.608360,0.657569,-2.633456,1
2.298700,5.227000,-0.025201,-5.704170,1
1.239000,6.541000,0.786043,-4.750624,1
-0.758960,-0.291760,-1.086229,1.499133,1
-1.679900,-4.206800,1.653456,4.858271,1
-0.636550,-5.202200,5.229793,6.109235,1
6.059800,-9.295200,6.222711,1.427441,1
3.518000,-2.876300,1.217936,0.036173,1
2.033600,1.409200,-0.179393,-1.201050,1
0.697450,1.767200,0.068268,0.359850,1
-0.751080,-1.916100,-0.283826,3.103610,1
-0.845460,-3.482600,0.810945,3.804398,1
0.556480,-3.213600,2.244507,3.705236,1
3.681700,-3.223900,3.250053,1.216872,1
6.752600,-8.817200,3.669443,0.643938,1
4.577000,-3.451500,1.040127,-0.510767,1
2.988300,-0.312450,0.002358,-0.455651,1
1.478100,-0.142770,0.298001,1.223886,1
0.466510,-2.338300,0.563895,3.107673,1
0.873400,-1.653300,0.427407,2.291473,1
2.123400,-1.181500,0.714755,0.675651,1
2.314200,-2.083800,1.582825,0.724660,1
1.423300,0.989120,-0.020983,-2.391324,1
3.086600,6.636200,2.529738,-10.271218,1
4.733100,6.178900,2.842352,-11.079769,1
2.882900,-3.896400,1.123295,0.369066,1
0.036127,-1.525000,0.531438,1.510634,1
1.710400,4.778000,0.579091,-6.196601,1
3.820300,13.055100,4.929682,-16.388902,1
3.718100,8.508900,2.877419,-12.061368,1
2.899000,0.604240,-0.953206,-2.787938,1
0.981930,-2.795600,1.354454,1.464008,1
0.172960,1.181600,-0.508407,-1.479548,1
1.940900,8.684800,0.503247,-9.189412,1
3.571300,12.492200,2.793492,-14.631236,1
2.991500,6.625800,-0.443909,-8.830258,1
1.848300,-0.310380,-1.280438,-0.985883,1
2.267700,-3.296400,2.080899,2.614007,1
0.508160,-2.868000,1.950089,2.142236,1
-0.143290,1.088500,-0.324858,-1.067866,1
0.907840,7.902600,0.723153,-6.750686,1
2.004200,9.367600,1.561811,-9.202274,1
0.935870,5.100800,-0.659832,-4.697758,1
0.408040,-0.542140,-0.732972,0.417731,1
0.817200,-3.381200,2.839587,4.163873,1
4.839200,-6.675500,6.458541,1.268739,1
1.279200,-2.137600,1.305758,0.688583,1
0.660080,3.226000,-0.573670,-3.944100,1
1.771300,10.766500,2.590445,-9.935487,1
3.006100,12.237700,4.003908,-11.470066,1
1.102200,5.839500,0.035391,-4.615387,1
-0.118060,-0.391080,-0.576810,0.903116,1
-0.116860,-3.735000,3.626007,5.067522,1
2.726400,-3.921300,3.515337,1.055029,1
1.236900,1.690600,-0.116101,-2.567776,1
1.843900,8.647500,1.859964,-7.480738,1
1.855400,9.603500,2.181627,-7.527798,1
-0.163580,3.358400,-1.125113,-1.570239,1
-1.507700,-1.959600,-0.357516,3.039898,1
-0.678860,-4.119900,3.375663,5.160606,1
3.993400,-5.833300,4.962712,0.231965,1
2.389800,0.784270,-0.281159,-3.096202,1
1.797600,6.768600,0.156197,-6.733769,1
0.708670,5.560200,-0.258589,-4.139719,1
-1.019400,-1.102900,-0.946437,2.178769,1
-1.787500,-4.780000,2.392878,5.579218,1
-0.273310,-4.877300,4.978585,5.769251,1
5.166100,-8.043300,4.449843,0.659969,1
2.702800,-1.632700,0.221044,-0.811391,1
1.490400,2.218300,-0.631794,-1.725478,1
0.014902,1.024300,-0.788639,0.827052,1
-0.889920,-2.263800,-0.368576,3.084923,1
-1.063700,-3.695700,1.263368,4.411345,1
0.847100,-3.132900,2.431563,3.433857,1
3.959400,-4.028900,3.791664,0.963459,1
5.881800,-7.658400,2.966552,-0.092872,1
3.774700,-2.516200,0.436488,-0.774666,1
2.419800,0.244180,-0.303210,-0.758228,1
0.835350,-0.804940,-0.066842,1.650970,1
0.304320,-2.652800,0.214188,2.844122,1
0.602540,-1.723700,0.424437,2.244125,1
2.105900,-1.181500,0.733559,0.656071,1
2.044100,-1.227100,1.106608,-0.012684,1
1.562100,2.212100,0.389994,-4.250421,1
3.230500,7.213500,2.755895,-11.351944,1
4.842600,4.993200,2.152234,-10.194022,1
2.314700,-3.666800,1.123023,0.883456,1
0.117160,-0.604220,-0.002026,0.390359,1
2.006600,6.719000,1.311690,-8.920837,1
3.696100,13.677900,5.335907,-16.953506,1
3.601200,6.538900,2.129864,-10.317238,1
2.628600,-0.180020,-0.679949,-1.925676,1
0.826010,-2.961100,1.245430,1.499692,1
-0.318030,0.993260,-0.704031,-1.219853,1
1.445400,8.438500,0.427168,-8.890938,1
3.142300,13.036500,3.105974,-15.380782,1
2.537300,6.959000,-0.132609,-8.936164,1
1.366000,-0.184160,-1.419506,-1.141503,1
1.706400,-3.308800,1.813617,2.598605,1
0.419650,-2.909400,1.900353,2.109148,1
-0.376370,0.823580,-0.613197,-0.892341,1
0.553550,7.923300,0.315770,-6.749298,1
1.600100,9.582800,1.390298,-9.301425,1
0.370130,5.554000,-0.780995,-4.958117,1
-0.121260,-0.223470,-1.032330,0.315664,1
0.270680,-3.267400,2.494460,3.995612,1
5.119000,-6.648600,6.432501,1.069418,1
1.394600,-2.313400,1.402538,0.672677,1
0.698790,3.377100,-0.841097,-4.305687,1
1.480000,10.524400,2.047867,-9.716874,1
2.664900,12.813000,3.866559,-12.214417,1
0.626840,6.301000,-0.343954,-4.898414,1
-0.518000,-0.258650,-1.080884,0.680136,1
-0.643760,-3.764000,3.298602,5.052014,1
2.982100,-4.198600,3.823129,1.202676,1
1.462800,1.570600,-0.111098,-2.483658,1
1.710100,8.790300,1.696481,-7.804194,1
1.557200,9.880800,2.335792,-7.839924,1
-0.744280,3.772300,-1.303660,-1.839687,1
-2.017700,-1.798200,-0.670065,2.888845,1
-1.164000,-3.913000,3.107123,5.103291,1
4.366700,-6.069200,5.488988,0.290159,1
2.591900,1.055300,-0.158700,-3.968586,1
1.804600,6.814100,-0.105311,-6.802120,1
0.718680,5.715400,-0.411589,-3.942728,1
-1.437800,-0.668370,-1.331500,1.841074,1
-2.194300,-4.550300,1.913428,5.341084,1
-0.737600,-4.852500,4.845477,5.625863,1
5.637000,-8.126100,4.972930,0.655194,1
3.019300,-1.777500,0.563240,-0.657434,1
1.670600,2.090000,-0.455067,-1.675820,1
0.126900,1.150500,-0.720137,0.849181,1
-1.219800,-2.098200,-0.626720,3.135968,1
-1.450100,-3.606700,0.942492,4.255531,1
0.408570,-3.097700,2.192936,3.344932,1
3.895200,-3.815700,3.723407,0.906672,1
6.367900,-8.010200,3.247486,0.084357,1
4.142900,-2.774900,0.817761,-0.561598,1
2.686400,0.097265,0.036024,-0.618611,1
1.055500,-0.794590,0.196484,1.749071,1
0.298580,-2.476900,0.191835,3.018371,1
0.499480,-1.773400,0.321163,2.325775,1
1.988100,-0.999450,0.647136,0.391677,1
1.938900,-1.570600,1.115379,0.130107,1
1.437500,1.862400,0.085322,-4.062671,1
3.187500,7.575600,2.428296,-11.631129,1
4.676500,5.663600,2.046302,-10.781628,1
2.028500,-3.846800,1.061300,0.810351,1
-0.266370,-0.732520,-0.141100,0.665025,1
1.758900,6.462400,1.010269,-8.422960,1
3.598500,13.659300,5.216071,-16.998507,1
3.358200,7.240400,2.354006,-11.211687,1
2.362900,0.105540,-0.819335,-2.087472,1
2.180200,-3.379100,2.437599,1.626955,1
0.409510,0.155210,0.097185,-0.045907,1
2.291800,7.257000,0.335412,-8.005795,1
4.021400,12.800600,3.388185,-15.277968,1
3.388400,8.215000,0.646421,-10.357900,1
2.004600,0.494570,-1.425406,-1.575378,1
1.706300,-2.795600,1.948178,2.716203,1
1.638600,-3.358400,3.250051,2.266525,1
0.416450,-0.324870,0.303335,0.388404,1
1.587700,6.607200,0.595624,-5.780188,1
2.596100,9.349000,1.808881,-9.629787,1
1.522800,6.478900,0.038063,-5.822531,1
0.530720,0.097265,-1.063856,0.052148,1
0.490810,-2.845200,2.492244,4.083751,1
6.577300,-6.801700,7.575364,0.334334,1
2.462100,-2.764500,2.724228,1.065056,1
1.399500,1.916200,-0.198249,-2.578154,1
2.322100,9.330400,2.233236,-8.994381,1
3.730000,12.972300,4.681741,-12.402004,1
1.698800,7.116300,0.740616,-5.745074,1
0.266540,0.645620,-0.946110,0.275528,1
-0.333250,-3.310800,3.257383,5.080213,1
4.209100,-4.728300,5.074834,1.301158,1
2.314200,0.684940,0.753027,-1.888754,1
2.483500,7.449400,1.715736,-6.710619,1
2.761100,10.509900,3.342283,-8.607018,1
0.360250,4.449000,-0.601909,-2.228293,1
-1.011700,-0.902200,-0.789596,2.254841,1
-0.967080,-3.842600,3.309984,5.517120,1
